gene,score
TBC1D22A-AS1,0.0
AGBL4-AS1,0.0
LINC02036,0.0
LINC01936,0.0
LINC01033,0.0
LOC101929626,0.0
LOC102723649,0.0
LINC01072,0.0
LOC102723582,0.0
CCR5AS,0.0
LINC01162,0.0
LOC102724604,0.0
LINC01397,0.0
LINC01567,0.0
LINC01054,0.0
LINC01231,0.0
LOC101927434,0.0
LOC101927822,0.0
LINC01256,0.0
LOC101929297,0.0
LINC01307,0.0
TAB2,0.0
LINC01317,0.0
LINC01320,0.0
LOC101929464,0.0
LINC01474,0.0
LOC101927915,0.0
LINC01503,0.0
LINC01324,0.0
MIR217HG,0.0
LOC103344931,0.0
LINC01392,0.0
LOC101927358,0.0
LOC101927815,0.0
LINC01781,0.0
LINC01879,0.0
PABPC4-AS1,0.0
PWRN4,0.0
LINC01608,0.0
LINC01609,0.0
LOC101927543,0.0
ACYP1,0.0
LOC101927588,0.0
CARNMT1-AS1,0.0
LOC101927657,0.0
LINC01090,0.0
LINC01177,0.0
C8orf31,0.0
LINC01179,0.0
LINC01219,0.0
LOC101927798,0.0
LOC101928307,0.0
LOC101928739,0.0
LOC101928696,0.0
LOC102723833,0.0
LINC01195,0.0
LINC01201,0.0
LOC101928525,0.0
LINC01221,0.0
LINC01264,0.0
METTL14-DT,0.0
LINC01492,0.0
LOC101929762,0.0
LINC01327,0.0
LOC102723704,0.0
LINC01331,0.0
LINC01389,0.0
LINC01399,0.0
LINC02362,0.0
MAFA-AS1,0.0
SMC2-AS1,0.0
MKLN1-AS,0.0
LINC00431,0.0
LINC01036,0.0
LOC101929116,0.0
LINC02169,0.0
CASC23,0.0
LOC100506869,0.0
LOC171391,0.0
LOC100506302,0.0
LOC101927179,0.0
LINC02595,0.0
LOC101928786,0.0
PAQR9-AS1,0.0
KBTBD11-OT1,0.0
LINC01509,0.0
TMED3,0.0
GSTCD-AS1,0.0
LINC02614,0.0
LOC101927157,0.0
NRIR,0.0
LINC00363,0.0
TMEM246-AS1,0.0
LOC101927827,0.0
SMAD1-AS1,0.0
LINC01507,0.0
LINC02790,0.0
LINC01202,0.0
LMO7DN-IT1,0.0
LINC01655,0.0
TBX18-AS1,0.0
LINC01309,0.0
LOC414300,0.0
LOC102724096,0.0
UBE2NL,0.0
LINC02529,0.0
RABGAP1L-DT,0.0
LINC00437,0.0
GACAT1,0.0
LOC102724511,0.0
FCRL2,0.0
LOC101928381,0.0
LINC00399,0.0
LINC02497,0.0
APOA1-AS,0.0
LINC01526,0.0
LINC01537,0.0
GATA2-AS1,0.0
PCAT7,0.0
USP44,0.0
LINC01487,0.0
KCNMA1-AS3,0.0
PIK3CD-AS2,0.0
LOC101928323,0.0
MORN1,0.0
LINC02506,0.0
LOC101928626,0.0
SNORD15A,0.0
LINC02759,0.0
PAIP2,0.0
D2HGDH,0.0
CLEC17A,0.0
LOC101927847,0.0
SAMD12,0.0
LINC01508,0.0
KIAA1191,0.0
LOC101928438,0.0
LOC101928523,0.0
RBMS3-AS3,0.0
LOC101928775,0.0
PHPT1,0.0
LINC00850,0.0
FAM83C-AS1,0.0
SHOC1,0.0
LINC00266-3,0.0
LOC100506281,0.0
LOC100422556,0.0
LOC101927502,0.0
CT66,0.0
LINC01099,0.0
LINC01070,0.0
LOC100240728,0.0
LINC01108,0.0
LOC101928401,0.0
SPACA6P-AS,0.0
FAM230B,0.0
LINC01506,0.0
B4GALT1-AS1,0.0
LINC01251,0.0
DNAJB5-DT,0.0
LINC02315,0.0
PAOX,0.0
LOC100131315,0.0
PCBP2-OT1,0.0
RASSF1-AS1,0.0
HMMR-AS1,0.0
PCAT14,0.0
LOC102606466,0.0
CLMAT3,0.0
LOC101927100,0.0
LINC01470,0.0
LINC01726,0.0
SEMA6A-AS1,0.0
LINC01727,0.0
LINC02201,0.0
LOC101927421,0.0
LNCNEF,0.0
LINC01431,0.0
RALY-AS1,0.0
LINC02240,0.0
PLCG1-AS1,0.0
LINC02202,0.0
TRAF3IP3,0.0
LINC01723,0.0
LINC01722,0.0
KCNA3,0.0
PRNCR1,0.0
CCAT2,0.0
PANDAR,0.0
UPP1,0.0
TMEM168,0.0
CLIP4,0.0
SLC66A1,0.0
HMGCLL1,0.0
LOC102606465,0.0
NUP35,0.0
LINC01730,0.0
LINC01729,0.0
PARAL1,0.0
MRPS30-DT,0.0
LOC101928618,0.0
IL12A-AS1,0.0
LINC01087,0.0
OVOL1-AS1,0.0
MIR8076,0.0
MIR8077,0.0
MIR8078,0.0
MIR8079,0.0
MIR8080,0.0
MIR8081,0.0
MIR8082,0.0
MIR8083,0.0
MIR8084,0.0
MIR8085,0.0
MIR8086,0.0
MIR8087,0.0
MIR8088,0.0
MIR8089,0.0
MIR7112,0.0
MIR8075,0.0
MIR8074,0.0
MIR8073,0.0
MIR8064,0.0
MIR8058,0.0
MIR8059,0.0
MIR8060,0.0
MIR8061,0.0
MIR8062,0.0
MIR8063,0.0
MIR8065,0.0
MIR8072,0.0
MIR8066,0.0
MIR8067,0.0
MIR8068,0.0
MIR8069-1,0.0
MIR8070,0.0
MIR8071-1,0.0
MIR6862-2,0.0
MIR8071-2,0.0
MIR6770-2,0.0
LINC00706,0.0
LINC00708,0.0
LOC100507642,0.0
LINC00836,0.0
TNKS2-AS1,0.0
CPT1C,0.0
LOC101927354,0.0
ITPR1-DT,0.0
LINC00845,0.0
LINC01069,0.0
SMAD1-AS2,0.0
MIR202HG,0.0
CD81-AS1,0.0
LINC01176,0.0
LOC100506725,0.0
LINC00703,0.0
RNF139-AS1,0.0
MIR6770-3,0.0
LINC01962,0.0
MIR6859-2,0.0
MIR6859-3,0.0
LINC01947,0.0
LINC01187,0.0
LINC01484,0.0
LINC01574,0.0
LINC00866,0.0
LINC00844,0.0
CFAP58-DT,0.0
C10orf71-AS1,0.0
LINC00709,0.0
LINC00702,0.0
CYMP-AS1,0.0
PARD3-AS1,0.0
LINC01847,0.0
LINC01430,0.0
MIR8056,0.0
LOC101927243,0.0
LOC101927124,0.0
TMPRSS5,0.0
LINC02395,0.0
TMED2-DT,0.0
LOC101927418,0.0
LOC101927770,0.0
LOC101929106,0.0
LINC02359,0.0
LOC101926963,0.0
LINC02375,0.0
PEX5L-AS2,0.0
LOC101927620,0.0
LINC02421,0.0
LINC01441,0.0
LOC101928075,0.0
LOC101926943,0.0
LINC02402,0.0
MIR4307HG,0.0
LOC100506682,0.0
LOC101927630,0.0
KCCAT333,0.0
LINC02042,0.0
GLCCI1-DT,0.0
ADCY6-DT,0.0
DKC1,0.0
LINC01522,0.0
LOC100996654,0.0
LINC01215,0.0
STEAP2-AS1,0.0
P4HA3,0.0
LINC02294,0.0
LOC100996437,0.0
LINC01990,0.0
LOC101928002,0.0
LINC01467,0.0
CTB-178M22.2,0.0
LOC101927269,0.0
GAU1,0.0
LINC01103,0.0
LOC101927668,0.0
EMSLR,0.0
LOC101927769,0.0
LINC01266,0.0
LOC101927811,0.0
LINC01147,0.0
ZNF276,0.0
GRM7-AS3,0.0
LINC01152,0.0
LINC02292,0.0
LINC02444,0.0
LOC101927394,0.0
LOC101928909,0.0
CASC18,0.0
CRAT37,0.0
C17orf80,0.0
SIRPG-AS1,0.0
CACNA2D1-AS1,0.0
UBXN10-AS1,0.0
LOC101927378,0.0
ZBTB46-AS1,0.0
CDK6-AS1,0.0
LINC02426,0.0
ZNF84-DT,0.0
VPS33B-DT,0.0
LOC101928731,0.0
LINC02587,0.0
SNHG21,0.0
MCM8-AS1,0.0
LOC101927550,0.0
LINC02401,0.0
LINC00211,0.0
XYLT2,0.0
ADNP-AS1,0.0
ATE1,0.0
MIR548XHG,0.0
LOC101928398,0.0
LINC01424,0.0
FAM133B,0.0
CTD-2201I18.1,0.0
LOC101928796,0.0
LINC02199,0.0
JPT1,0.0
PCLAF,0.0
SEMA5A-AS1,0.0
LINC01370,0.0
DLGAP4-AS1,0.0
LINC01273,0.0
LINC02149,0.0
CTD-2350J17.1,0.0
LAMA5-AS1,0.0
TMEM9,0.0
LINC01718,0.0
LINC02108,0.0
MFSD2A,0.0
LOC728095,0.0
KCNIP1-OT1,0.0
LINC02225,0.0
TCEA1,0.0
LOC101928048,0.0
SMIM15-AS1,0.0
LOC729296,0.0
CTC-338M12.4,0.0
LOC101928651,0.0
CTD-3080P12.3,0.0
CTD-2194D22.4,0.0
SLC35B3,0.0
CTD-2297D10.2,0.0
LOC101929524,0.0
TTC23,0.0
HNF4A-AS1,0.0
NRSN2-AS1,0.0
LINC01483,0.0
ARNTL2-AS1,0.0
METTL26,0.0
IQCF5-AS1,0.0
LOC101927830,0.0
LOC101928882,0.0
B3GAT3,0.0
LINC01208,0.0
SUCLG2-AS1,0.0
LOC100506476,0.0
LSAMP-AS1,0.0
LINC02308,0.0
SAMMSON,0.0
LOC101926933,0.0
CSF1R,0.0
LINC01644,0.0
LINC01271,0.0
LINC01425,0.0
OSMR-AS1,0.0
CASC20,0.0
BAALC-AS1,0.0
DTD1-AS1,0.0
KIZ-AS1,0.0
LAMP5-AS1,0.0
LINC01687,0.0
LINC01656,0.0
BEAN1-AS1,0.0
LOC101928107,0.0
LINC01700,0.0
LINC01689,0.0
TRPM2-AS,0.0
MRTFA-AS1,0.0
MIR8057,0.0
MIR8055,0.0
LINC01493,0.0
MIR6773,0.0
MIR6757,0.0
MIR6758,0.0
MIR6759,0.0
MIR6760,0.0
MIR6761,0.0
MIR6762,0.0
MIR6763,0.0
MIR6764,0.0
MIR6765,0.0
MIR6766,0.0
MIR6767,0.0
MIR6768,0.0
MIR6769A,0.0
MIR6770-1,0.0
MIR6771,0.0
MIR6756,0.0
MIR6755,0.0
MIR6754,0.0
MIR6745,0.0
MIR6739,0.0
MIR6740,0.0
MIR6741,0.0
MIR6742,0.0
MIR6743,0.0
MIR6744,0.0
MIR6746,0.0
MIR6753,0.0
MIR6747,0.0
MIR6748,0.0
MIR6749,0.0
MIR6750,0.0
MIR6751,0.0
MIR6752,0.0
MIR6772,0.0
MIR6774,0.0
MIR6810,0.0
MIR6775,0.0
MIR6794,0.0
MIR6795,0.0
MIR6796,0.0
MIR6797,0.0
MIR6798,0.0
MIR6799,0.0
MIR6800,0.0
MIR6801,0.0
MIR6802,0.0
MIR6803,0.0
MIR6804,0.0
MIR6805,0.0
MIR6806,0.0
MIR6807,0.0
MIR6808,0.0
MIR6793,0.0
MIR6792,0.0
MIR6791,0.0
MIR6782,0.0
MIR6776,0.0
MIR6777,0.0
MIR6778,0.0
MIR6779,0.0
MIR6780A,0.0
MIR6781,0.0
MIR6783,0.0
MIR6790,0.0
MIR6784,0.0
MIR6785,0.0
MIR6786,0.0
MIR6787,0.0
MIR6788,0.0
MIR6789,0.0
MIR6738,0.0
MIR6737,0.0
MIR6736,0.0
MIR6735,0.0
MIR6126,0.0
MIR6127,0.0
MIR6128,0.0
MIR378J,0.0
MIR6129,0.0
MIR6130,0.0
MIR6131,0.0
MIR6132,0.0
MIR6133,0.0
MIR6134,0.0
MIR6165,0.0
MIR6499,0.0
MIR548AY,0.0
MIR6500,0.0
MIR548AZ,0.0
MIR6125,0.0
MIR6124,0.0
MIR6090,0.0
MIR6080,0.0
MIR6073,0.0
MIR6074,0.0
MIR6075,0.0
MIR6076,0.0
MIR6078,0.0
MIR6079,0.0
MIR6081,0.0
MIR6089,0.0
MIR6082,0.0
MIR6083,0.0
MIR6084,0.0
MIR6085,0.0
MIR6086,0.0
MIR6088,0.0
MIR6501,0.0
MIR6502,0.0
MIR6503,0.0
MIR6727,0.0
MIR6720,0.0
MIR6721,0.0
MIR6722,0.0
MIR6724-1,0.0
MIR892C,0.0
MIR6726,0.0
MIR6728,0.0
MIR6718,0.0
MIR6729,0.0
MIR6730,0.0
MIR6731,0.0
MIR6732,0.0
MIR6733,0.0
MIR6734,0.0
MIR6719,0.0
MIR6511B1,0.0
MIR6504,0.0
MIR6511A1,0.0
MIR6505,0.0
MIR6506,0.0
MIR6507,0.0
MIR6508,0.0
MIR6509,0.0
MIR6510,0.0
MIR6512,0.0
MIR6717,0.0
MIR6513,0.0
MIR6514,0.0
MIR6515,0.0
MIR6715A,0.0
MIR6715B,0.0
MIR6716,0.0
MIR6809,0.0
MIR6811,0.0
MIR8054,0.0
MIR7160,0.0
MIR6511B2,0.0
MIR6077,0.0
MIR6511A2,0.0
MIR6511A3,0.0
MIR6511A4,0.0
MIR7150,0.0
MIR7151,0.0
MIR7152,0.0
MIR7153,0.0
MIR7154,0.0
MIR7155,0.0
MIR7156,0.0
MIR7157,0.0
MIR7158,0.0
MIR7161,0.0
MIR7114,0.0
MIR7113,0.0
MIR7111,0.0
MIR6891,0.0
MIR6885,0.0
MIR6886,0.0
MIR6887,0.0
MIR6888,0.0
MIR6889,0.0
MIR6890,0.0
MIR6892,0.0
MIR7110,0.0
MIR6893,0.0
MIR6894,0.0
MIR6895,0.0
MIR7106,0.0
MIR7108,0.0
MIR7109,0.0
MIR7159,0.0
MIR486-2,0.0
MIR6812,0.0
MIR7162,0.0
MIR7852,0.0
MIR7853,0.0
MIR7854,0.0
MIR7855,0.0
MIR7856,0.0
MIR548BA,0.0
MIR7973-1,0.0
MIR7973-2,0.0
MIR7974,0.0
MIR7975,0.0
MIR7976,0.0
MIR7977,0.0
MIR7978,0.0
MIR8052,0.0
MIR8053,0.0
MIR7851,0.0
MIR7850,0.0
MIR7849,0.0
MIR7843,0.0
MIR7515,0.0
MIR7702,0.0
MIR7703,0.0
MIR7704,0.0
MIR7705,0.0
MIR7706,0.0
MIR4433B,0.0
MIR7848,0.0
MIR1273H,0.0
MIR6516,0.0
MIR7844,0.0
MIR7845,0.0
MIR7846,0.0
MIR7847,0.0
MIR6884,0.0
MIR6883,0.0
MIR6882,0.0
MIR6881,0.0
MIR6832,0.0
MIR6833,0.0
MIR6834,0.0
MIR6835,0.0
MIR6780B,0.0
MIR6836,0.0
MIR6837,0.0
MIR6838,0.0
MIR6839,0.0
MIR6840,0.0
MIR6841,0.0
MIR6842,0.0
MIR6843,0.0
MIR6844,0.0
MIR6845,0.0
MIR6831,0.0
MIR6830,0.0
MIR6829,0.0
MIR6819,0.0
MIR6813,0.0
MIR6814,0.0
MIR6815,0.0
MIR6816,0.0
MIR6817,0.0
MIR6818,0.0
MIR6820,0.0
MIR6828,0.0
MIR6821,0.0
MIR6822,0.0
MIR6823,0.0
MIR6824,0.0
MIR6825,0.0
MIR6827,0.0
MIR6846,0.0
MIR6847,0.0
MIR6848,0.0
MIR6873,0.0
MIR6867,0.0
MIR6868,0.0
MIR6869,0.0
MIR6870,0.0
MIR6871,0.0
MIR6872,0.0
MIR6874,0.0
MIR6865,0.0
MIR6875,0.0
MIR6876,0.0
MIR6877,0.0
MIR6878,0.0
MIR6879,0.0
MIR6880,0.0
MIR6866,0.0
MIR6864,0.0
MIR6849,0.0
MIR6856,0.0
MIR6850,0.0
MIR6851,0.0
MIR6852,0.0
MIR6853,0.0
MIR6854,0.0
MIR6855,0.0
MIR6857,0.0
MIR6863,0.0
MIR6858,0.0
MIR6859-1,0.0
MIR6769B,0.0
MIR6860,0.0
MIR6861,0.0
MIR6862-1,0.0
LINC02735,0.0
LOC101929718,0.0
LOC101927870,0.0
SLC26A9-AS1,0.0
LOC101927814,0.0
LOC101927817,0.0
LINC02125,0.0
DHFR,0.0
LOC101928417,0.0
LOC101928446,0.0
LOC101928708,0.0
LOC101928737,0.0
LINC02182,0.0
LMF1-AS1,0.0
LOC101929613,0.0
LINC01258,0.0
LINC01504,0.0
LOC101927040,0.0
ZNF154,0.0
LOC101928530,0.0
LINC02126,0.0
LINC01571,0.0
ITFG1-AS1,0.0
LINC01563,0.0
TP53TG3B,0.0
TP53TG3D,0.0
ZNF213-AS1,0.0
GLIS2-AS1,0.0
LINC01570,0.0
AP1S3,0.0
LINC02186,0.0
LOC101927131,0.0
LOC101927272,0.0
LINC02185,0.0
KCNC3,0.0
LINC02127,0.0
TP53TG3C,0.0
LOC103021295,0.0
DEPDC5,0.0
AADACL3,0.0
PDE6D,0.0
BRWD1-AS2,0.0
RPS17,0.0
PRAMEF36P,0.0
PRAMEF34P,0.0
ERG,0.0
LINC01145,0.0
KDM6A,0.0
GOLGA6L17P,0.0
CCL3L1,0.0
GLUD1P2,0.0
CCL4L1,0.0
CCL4L2,0.0
AKAP8L,0.0
GS1-124K5.11,0.0
USF3,0.0
PDZK1P1,0.0
FAM228B,0.0
ASB15-AS1,0.0
ADGRA1-AS1,0.0
LOC101927575,0.0
LOC101927623,0.0
FAM74A6,0.0
CNTNAP3P2,0.0
TBC1D20,0.0
HSH2D,0.0
LOC100506175,0.0
LINC02585,0.0
MAST4-AS1,0.0
LRRTM3,0.0
LOC101928961,0.0
CYB561D2,0.0
LOC101929057,0.0
LOC101929829,0.0
RIPOR3,0.0
LOC101928489,0.0
LOC101927839,0.0
TP53TG3,0.0
TMEM108-AS1,0.0
LINC01476,0.0
LOC101927829,0.0
RNFT1-DT,0.0
LINC01209,0.0
C3orf67-AS1,0.0
HP09053,0.0
PRKCA-AS1,0.0
LINC02044,0.0
LINC01986,0.0
LINC01482,0.0
LINC02015,0.0
LINC02097,0.0
CRLF2,0.0
LINC01450,0.0
LINC01363,0.0
SEPTIN4-AS1,0.0
LOC101927557,0.0
LOC101928163,0.0
LINC01478,0.0
LINC01350,0.0
LOC102723376,0.0
TTC39C-AS1,0.0
LINC01352,0.0
LINC01919,0.0
LINC01917,0.0
LOC101927539,0.0
LOC100507002,0.0
RUNDC3A-AS1,0.0
LOC101927018,0.0
LOC101927166,0.0
LINC02075,0.0
LINC01969,0.0
LINC01449,0.0
KCTD2,0.0
LOC101928782,0.0
LINC01497,0.0
LOC101928936,0.0
LOC101929767,0.0
LOC101928911,0.0
LOC101929420,0.0
PACRG-AS2,0.0
LOC101929555,0.0
ROCR,0.0
LOC101928663,0.0
LOC102723517,0.0
HID1-AS1,0.0
MAPK10-AS1,0.0
THCAT158,0.0
LOC102724596,0.0
SCAMP1,0.0
PIK3R6,0.0
RARA-AS1,0.0
LINC02516,0.0
SCAT1,0.0
LINC02087,0.0
LOC101927136,0.0
LOC101927730,0.0
LOC101927048,0.0
TRDN-AS1,0.0
LOC101928674,0.0
LINC01978,0.0
LOC101928519,0.0
LOC101928855,0.0
LOC101927691,0.0
LOC101927919,0.0
LOC101928491,0.0
LOC101928516,0.0
EDRF1,0.0
CASP8,0.0
MMP28,0.0
VSTM1,0.0
LOC102723544,0.0
ENOPH1,0.0
LINC02384,0.0
LINC01481,0.0
LINC01486,0.0
LINC02366,0.0
TESC-AS1,0.0
PLBD1-AS1,0.0
LINC01489,0.0
LOC101928416,0.0
LOC101928441,0.0
SOX5-AS1,0.0
LOC101929162,0.0
LOC101929384,0.0
HMGA2-AS1,0.0
IL6ST,0.0
LINC01479,0.0
LINC02449,0.0
LINC02388,0.0
LINC00463,0.0
LINC02338,0.0
LOC101927248,0.0
LINC00683,0.0
LOC101927437,0.0
LOC101929140,0.0
LOC101929259,0.0
LINC00412,0.0
LINC02411,0.0
LOC101928100,0.0
LOC100507065,0.0
WWOX,0.0
LINC02743,0.0
SSR1,0.0
LOC101927267,0.0
LOC101928030,0.0
LINC01498,0.0
MKRN1,0.0
LOC102724020,0.0
MUC12-AS1,0.0
LINC01393,0.0
CHN2-AS1,0.0
LOC101928168,0.0
CHN2,0.0
LOC100506675,0.0
LOC100507144,0.0
LINC02753,0.0
LOC101929427,0.0
LINC01150,0.0
LOC101928008,0.0
LOC101928053,0.0
MRGPRF-AS1,0.0
FBXO3-DT,0.0
LOC101928535,0.0
LINC01387,0.0
LOC102723885,0.0
LINC01445,0.0
SYNE1-AS1,0.0
LOC102724050,0.0
NMU,0.0
LOC102724421,0.0
PPFIA2-AS1,0.0
LINC02412,0.0
ATE1-AS1,0.0
JARID2-AS1,0.0
LOC101928861,0.0
KCNQ5-IT1,0.0
LOC100653233,0.0
LINC01510,0.0
EVX1-AS,0.0
ELFN1-AS1,0.0
SEPTIN7-AS1,0.0
LINC00368,0.0
LINC01049,0.0
LINC00382,0.0
LMO7-AS1,0.0
LCMT1-AS1,0.0
LOC102724084,0.0
LOC102724163,0.0
LOC400553,0.0
LINC02861,0.0
RORA-AS2,0.0
LINC01581,0.0
LINC02207,0.0
LINC01580,0.0
LINC02254,0.0
LINC01582,0.0
LOC101928134,0.0
LOC101928174,0.0
LINC02345,0.0
LOC101927468,0.0
KLRF1,0.0
LINC01359,0.0
LOC102723385,0.0
SNHG22,0.0
CYP4F12,0.0
ZNF714,0.0
CD24,0.0
LINC02538,0.0
LINC02487,0.0
PAUPAR,0.0
LINC01353,0.0
LOC102723373,0.0
CASC21,0.0
CASC11,0.0
PCAT2,0.0
LINC01725,0.0
FER1L4,0.0
DLGAP1-AS2,0.0
EHD4-AS1,0.0
PLA2G4E-AS1,0.0
LOC101928414,0.0
LOC339059,0.0
GALNT2,0.0
CERS3-AS1,0.0
LINC02568,0.0
LOC102724034,0.0
LOC103171574,0.0
GPC5-AS2,0.0
SOX1-OT,0.0
LINC01585,0.0
ENOX1-AS2,0.0
LINC02333,0.0
LOC101928273,0.0
LOC400867,0.0
NOX4,0.0
NUBPL,0.0
CRTC3-AS1,0.0
LINC01586,0.0
LINC01491,0.0
THSD4-AS1,0.0
LINC01413,0.0
RORA-AS1,0.0
GABRG3-AS1,0.0
LOC101929076,0.0
THSD4-AS2,0.0
LINC01276,0.0
INSYN1-AS1,0.0
LINC01584,0.0
LOC101929439,0.0
LINGO1-AS2,0.0
LOC101929586,0.0
CASC19,0.0
TMC3-AS1,0.0
LOC101929679,0.0
LINC01477,0.0
DSG1-AS1,0.0
DDX59-AS1,0.0
LINC01280,0.0
NMRK2,0.0
ZCCHC7,0.0
CATSPER2,0.0
ZNF302,0.0
ZFAT,0.0
MFSD1,0.0
PMS1,0.0
STAM-AS1,0.0
LINC01169,0.0
ZNF75D,0.0
LINC01282,0.0
LOC101927476,0.0
PINCR,0.0
LINC01186,0.0
LOC101928201,0.0
ZC2HC1C,0.0
GPATCH2L,0.0
FRMD1,0.0
SNHG31,0.0
LRRTM4-AS1,0.0
LINC01856,0.0
LINC01851,0.0
LOC101927948,0.0
LOC101927967,0.0
CTNNA2-AS1,0.0
NCKAP5-AS2,0.0
LONRF3,0.0
LOC100129203,0.0
CD300LF,0.0
LOC101929234,0.0
SFXN4,0.0
ST6GALNAC1,0.0
CIAO2A,0.0
PHKA1-AS1,0.0
LINC01285,0.0
LOC101929099,0.0
LOC101928336,0.0
KANTR,0.0
HAGLROS,0.0
LOC101927079,0.0
MIR7515HG,0.0
LINC01246,0.0
CD36,0.0
LOC101929572,0.0
LOC100508046,0.0
UBE2E4P,0.0
ELFN2,0.0
EP300-AS1,0.0
LOC100506271,0.0
C22orf34,0.0
NR1D2,0.0
LINC01222,0.0
PCSK9,0.0
OTUD6B-AS1,0.0
LINC02492,0.0
LOC101927178,0.0
PABPC1L2B-AS1,0.0
MIR325HG,0.0
LOC101928495,0.0
RAP2C-AS1,0.0
LOC101928627,0.0
LOC101929148,0.0
LINC01303,0.0
RTCA-AS1,0.0
LOC101928269,0.0
LINC01436,0.0
ELDR,0.0
LOC101929124,0.0
GAPLINC,0.0
LINC01603,0.0
MYOSLID-AS1,0.0
LOC101927881,0.0
BZW1-AS1,0.0
ATP6V1B1-AS1,0.0
LINC01939,0.0
LOC101928211,0.0
FAM111A-DT,0.0
LOC101926913,0.0
LINC01214,0.0
LOC101928283,0.0
ZNF707,0.0
GRM8-AS1,0.0
MIR3681HG,0.0
DARS-AS1,0.0
AADACL2-AS1,0.0
CHROMR,0.0
EPCAM-DT,0.0
LOC101927053,0.0
NPAS2-AS1,0.0
NCK1-DT,0.0
ACTR3-AS1,0.0
FPGS,0.0
LOC101927914,0.0
LINC02016,0.0
ADAMTS9-AS1,0.0
ZNF585A,0.0
ID2-AS1,0.0
LINC02328,0.0
LINC01798,0.0
LOC101928012,0.0
LINC01799,0.0
LOC100996249,0.0
LINC01815,0.0
HRAT17,0.0
LINC01806,0.0
LINC02325,0.0
LINC01213,0.0
FSIP2-AS2,0.0
LINC01473,0.0
LINC01793,0.0
RHCG,0.0
LIN54,0.0
LOC101929532,0.0
LOC101929551,0.0
KCNH7-AS1,0.0
LINC02613,0.0
SCN1A-AS1,0.0
LINC01914,0.0
LINC01247,0.0
LINC01797,0.0
LINC01923,0.0
PAFAH1B2,0.0
LINC01877,0.0
LINC01812,0.0
LOC101927709,0.0
LOC101929452,0.0
LINC01876,0.0
LINC01237,0.0
ACSF2,0.0
LINC01821,0.0
LINC01790,0.0
HECW2-AS1,0.0
MRPS9-AS1,0.0
LINC01250,0.0
MYCNOS,0.0
LOC101928222,0.0
LOC101929319,0.0
LOC101928371,0.0
LOC101928386,0.0
LINC01494,0.0
MMADHC-DT,0.0
OBP2B,0.0
LINC02612,0.0
ZNF718,0.0
ITGA9-AS1,0.0
LOC644762,0.0
LOC101927069,0.0
LOC101927604,0.0
LINC01744,0.0
LOC101928009,0.0
LOC101927151,0.0
LINC01635,0.0
SEMA3B,0.0
LOC101928303,0.0
LOC101928404,0.0
SEMA3B-AS1,0.0
LINC01534,0.0
LINC01351,0.0
LINC01741,0.0
ZNF793-AS1,0.0
LINC01480,0.0
LYRM1,0.0
LINC01360,0.0
LINC01533,0.0
DEPDC1-AS1,0.0
ADGRF5-AS1,0.0
LOC101928128,0.0
LOC101928358,0.0
LINC01496,0.0
LINC01375,0.0
LOC101926908,0.0
LINC02653,0.0
PABPC5-AS1,0.0
LOC100996351,0.0
LINC01365,0.0
LINC01180,0.0
LINC01233,0.0
ROR1-AS1,0.0
LOC101927164,0.0
LOC101927143,0.0
HIPK1-AS1,0.0
LOC101928063,0.0
LINC01232,0.0
NDUFV2-AS1,0.0
LINC01543,0.0
LINC01882,0.0
LINC01910,0.0
L3MBTL4-AS1,0.0
SHANK2,0.0
EI24,0.0
PPP4R1-AS1,0.0
LOC102724958,0.0
LINC01254,0.0
LOC101927410,0.0
LINC01255,0.0
LOC101927571,0.0
LINC01444,0.0
DSCAS,0.0
LOC102723769,0.0
LINC01756,0.0
ZNF649-AS1,0.0
LOC101927237,0.0
TMPRSS4,0.0
LOC101928804,0.0
CHL1-AS1,0.0
LINC01864,0.0
ZNF451-AS1,0.0
LINC01859,0.0
LINC01989,0.0
LOC101927310,0.0
ZNF30-AS1,0.0
LINC02071,0.0
POTEB3,0.0
LINC02466,0.0
LOC101927284,0.0
LINC01416,0.0
LINC02192,0.0
ERICH2,0.0
ERBB2,0.0
LINC01230,0.0
LOC101928445,0.0
DDX11L16,0.0
LINC02113,0.0
SERPINA2,0.0
LINC01828,0.0
LOC101927661,0.0
ST3GAL5-AS1,0.0
LINC01412,0.0
CATIP-AS1,0.0
LOC101929633,0.0
LINC01954,0.0
MYO3B-AS1,0.0
LINC01884,0.0
LINC01248,0.0
EML4-AS1,0.0
LOC101927023,0.0
LINC01844,0.0
LINC02293,0.0
LINC01423,0.0
LINC01637,0.0
LINC01659,0.0
FAM230I,0.0
HORMAD2-AS1,0.0
MIATNB,0.0
LINC01674,0.0
LINC02298,0.0
LINC02288,0.0
LINC01500,0.0
AANAT,0.0
TCAF2P1,0.0
LOC102723809,0.0
ZNF761,0.0
LINC02289,0.0
LINC01819,0.0
BAZ2B,0.0
LOC643072,0.0
LINC01358,0.0
NFIA-AS2,0.0
LOC101929698,0.0
FLACC1,0.0
LINC02607,0.0
ZNF341-AS1,0.0
CSE1L-AS1,0.0
LOC101926944,0.0
LINC01427,0.0
LOC101926964,0.0
LINC01440,0.0
LOC101927478,0.0
BMP7-AS1,0.0
LINC01361,0.0
LINC00687,0.0
LINC01355,0.0
TAF1A-AS1,0.0
LOC101927318,0.0
LINC01117,0.0
LINC01238,0.0
LOC101929512,0.0
